0,0
1.1,0
2.1,381
3.2,1397
4.3,3488
5.4,6202
6.4,9085
7.4,10987
8.5,11750
9.5,11414
10.5,10742
11.4,10138
12.4,9870
13.4,9798
14.3,9794
15.3,9789
16.2,9780
17.2,9710
18.1,9563
19,9311
19.9,9019
20.8,8748
21.6,8577
22.5,8514
23.4,8526
24.2,8540
25.1,8487
25.9,8340
26.7,8094
27.5,7802
28.3,7503
29.1,7267
29.9,7108
30.7,7056
31.5,7090
32.3,7228
33,7455
33.8,7765
34.5,8120
35.3,8486
36,8845
36.7,9239
37.5,9683
38.2,10214
38.9,10741
39.6,11274
40.3,11691
41,12079
41.6,12333
42.3,12518
43,12474
43.6,12244
44.3,11783
45,11228
45.6,10646
46.2,10088
46.9,9529
47.5,8856
48.1,8040
48.7,7026
49.3,5930
50,4811
50.6,3816
51.2,2966
51.7,2293
52.3,1753
52.9,1322
53.5,979
54.1,714
54.6,524
55.2,392
55.7,303
56.3,240
56.8,194
57.4,161
57.9,139
58.5,123
59,112
59.5,104
60,97
60.6,91
61.1,86
61.6,82
62.1,78
62.6,75
63.1,70
63.6,65
64.1,58
64.6,51
65,46
65.5,41
66,37
66.5,32
66.9,26
67.4,21
67.9,17
68.3,15
68.8,16
69.2,20
69.7,24
70.1,29
70.6,32
71,33
71.4,31
71.9,27
72.3,23
72.7,19
73.1,16
73.6,14
74,12
74.4,10
74.8,7
75.2,5
75.6,3
76,1
76.4,0
76.8,0
77.2,0
77.6,0
78,0
78.4,0
78.7,0
79.1,0
79.5,0
79.9,0
80.2,0
80.6,0
81,0
81.3,1
81.7,2
82.1,3
82.4,5
82.8,6
83.1,7
83.5,7
83.8,7
84.2,8
84.5,9
84.9,11
85.2,15
85.5,20
85.9,24
86.2,29
86.5,32
86.9,33
87.2,32
87.5,29
87.8,25
88.2,21
88.5,17
88.8,15
89.1,14
89.4,14
89.7,15
90,15
90.3,15
90.7,14
91,12
91.3,10
91.6,9
91.9,9
92.2,9
92.4,9
92.7,10
93,11
93.3,11
93.6,11
93.9,11
94.2,10
94.5,8
94.7,6
95,4
95.3,2
95.6,1
95.8,0
96.1,0
96.4,0
96.6,0
96.9,0
97.2,0
97.4,0
97.7,0
98,0
98.2,0
98.5,0
98.7,0
99,0
99.3,0
99.5,0
99.8,0
100,0
100.3,0
100.5,0
100.8,0
101,0
101.2,0
101.5,0
101.7,0
102,0
102.2,0
102.4,0
102.7,0
102.9,0
103.1,0
103.4,0
103.6,0
103.8,0
104.1,1
104.3,2
104.5,3
104.7,6
105,10
105.2,13
105.4,16
105.6,17
105.8,17
106.1,17
106.3,18
106.5,19
106.7,20
106.9,20
107.1,19
107.3,16
107.5,14
107.8,12
108,12
108.2,11
108.4,10
108.6,8
108.8,6
109,3
109.2,2
109.4,1
109.6,0
109.8,0
110,0
110.2,0
110.4,0
110.6,0
110.8,1
111,2
111.2,4
111.3,6
111.5,8
111.7,10
111.9,9
112.1,7
112.3,5
112.5,2
112.7,1
112.8,0
113,0
113.2,0
113.4,0
113.6,0
113.7,0
